Id,Closeness_centrality,Betweeness_centrality,Clustering_Coefficient,Popularity_score
4BWn7qje7L2bGp79bupn3B,0.3122755834829443,0.018209652571087302,0.03333333333333333,15
1Plf65zA7WbxxHxwBCPFmK,0.27927747114902157,0.0,0,61
0st5vgzw9XkH5ALJiUM1lE,0.32488909642773756,0.11809408132460472,0.0007748661594815441,27
6v5ivsifwPn36zqMWHq69j,0.28537735849056606,0.0,1.0,48
6cgXJIXcmKYb9R73a09qaD,0.28230878474335563,0.0018603499334368218,0,64
2iK8weavvfS2xJCmzNzNE5,0.31614222424173577,0.039701797270719645,0.022839506172839506,18
7Hc3lX7HBxCrvu4zDVzQVT,0.27927747114902157,0.0,0,70
3pgCLfNbw5ozIfoNsvDU7i,0.33469633193024656,0.03812210911962784,0.05254237288135593,51
7wzaSKTsjE9HnuDuZTX452,0.27927747114902157,0.0,0,22
2GcV8swefVYGaT3pTqYffq,0.28170867496710195,0.0,1.0,41
2av4MrhPDUQLG3py1i0h7L,0.30465243568691847,0.02154592258848439,0.053877551020408164,57
0ba6wsfB7G2rhdHMebCdO3,0.30758178603006187,0.03803360930570634,0.037296037296037296,23
2mWisenxMzbl3s05FYo3QE,0.27927747114902157,0.0,0,42
2piHSX9fKmsCD8tbfX1cJg,0.28170867496710195,0.0300580544831161,0,65
5FEh6KHK99CyLXp3qFvZFM,0.27838351505451636,0.002178996005689262,0.25,15
4oLDcvxdGIOFlLxH4TOd6o,0.2481055540697156,0.0,0,20
20akdH59tDNGjWkcYdVGxS,0.25431782874897196,0.006487787779031093,0,26
1EfIGoBLX8XvZ5a3V6llu3,0.2481055540697156,0.0,0,25
0zfjTiqTumpW2cG3c7dzXN,0.24917181484465933,0.0057419585327678855,0.022222222222222223,66
0lI3rF4hi4op6UxqlLHPzv,0.2966634687133568,0.018574017497924936,0.04097452934662237,30
1UrUpfoW0GBnPJiiQGxQz3,0.24814979937583592,0.0007186489399928135,0,17
53NBqBq06Yt70uHzbIIkRb,0.26502237882106466,0.01421734488416267,0.020689655172413793,56
4dyfAiJCbl7jS1GHOCdiJv,0.28670031935716495,0.015134786553955573,0.06767676767676768,55
6OrkNJBcycRCzSbWAWAAyL,0.2895037969416415,0.01806802752484817,0.017241379310344827,67
1kMVs324xI4K0tQrKqA4c4,0.23673018033344675,0.0003891681994901182,0.5357142857142857,65
7502fDxg339jvGV08Jd4R0,0.24380201489268508,0.004371547780788937,0.09090909090909091,75
6fxyWrfmjcbj5d12gXeiNV,0.25341467856492444,0.009813844236166462,0.05263157894736842,89
4O15NlyKLIASxsJ0PrXPfz,0.2654268001907487,0.003045140554501868,0.16911764705882354,65
6aiFCgyKNwF9Rv5TOxnE8E,0.28631687242798354,0.047648486629533915,0.005456349206349206,65
5yy76ufVriyvidNSvXlRU1,0.243908851884312,0.0033136175153370266,0.045454545454545456,56
03LEDukdM723NRLz4UXeNv,0.22001739267926318,0.0014370395590151048,0.4,50
395BAMokcNaqWcCl8uU1ky,0.21884092160100652,0.0021551718570668736,0.2,47
1cyidXIhLIwg1WAEm7rJQP,0.2316849816849817,0.011012917743684774,0.015789473684210527,59
5dfFr2qhmXQLvHZqg0dynx,0.2175408426483233,0.011680949474131164,0,61
7s3eCGNZMrwUQraXlocCBv,0.2190648614609572,0.000739104449490565,0,65
0OLpdla9YvZOtlPnQkXScl,0.2120219411854335,0.007890930686542227,0,60
526TMJFuJibm9j2p9td9Yp,0.2116671737146334,0.0,0,74
0Ty63ceoRnnJKVEYP0VQpk,0.24290826568909837,0.03360807113723807,0,75
1W7FNibLa0O0b572tB2w7t,0.22839556832170702,6.073230645830661e-05,0,57
3zOUpziwcfY2bCh4VyJ4Am,0.22850808769192874,0.0,1.0,36
5ZvCpVAckM5gWTM5HYgSFb,0.2283580864855994,0.0,0,37
5iy5vWoWLniL8EMg5pFRrh,0.22843306246408931,0.0014370395590151048,0,54
1VBAKMui4zm5MnBWNn3NbL,0.2420420942772656,0.004420756199987031,0.06666666666666667,38
39fzQ0Vv8BJ3J8bkf1VFUz,0.2283580864855994,0.0,0,81
02kJSzxNuaWGqwubyUba0Z,0.2720962064919828,0.043786182815434935,0.005994005994005994,22
27sdmUjvXiJmhG4J9QHWFz,0.2283580864855994,0.0,0,82
540vIaP2JwjQb9dm3aArA4,0.27175080558539205,0.0473241890581282,0.004662004662004662,30
1OZk612XgAL5JotiMKSXZ0,0.2283580864855994,0.0,0,80
6vXTefBL93Dj5IqAWq6OTv,0.31094972067039106,0.11705363346384717,0.006044905008635579,9
4B50vTqGSOvIlh8axX4Snz,0.2283580864855994,0.0,0,80
13y7CgLHjMVRMDqxdx0Xdo,0.3192978430472694,0.23807243933128108,0.0013918979436220815,74
5gqmbbfjcikQBzPB5Hv13I,0.25830703545572675,0.005080663544923672,0,41
4FiPwqm4GHYuJyldqILugY,0.2622749976439544,0.00013663630814444508,0.3333333333333333,50
2exrpIj2TWt6s5YBqTqqbr,0.212215952417264,0.0,0,35
00duUsnsnkxvfZ72TUSXyZ,0.212215952417264,0.0,0,51
0sAHZQtvqLdcBvIrEAYo4m,0.21228070175438596,0.0014370395590151048,0,23
1AyiZM6osYi57jXniIVdRE,0.21244274809160305,0.005025117839568728,0,46
4rO00pQq33bIv73QyJdivX,0.212215952417264,0.0,0,46
4jodefSETPrPm4qkYPXSQT,0.212215952417264,0.0,0,40
2sjAF2FIwoeIcSZL1gov3N,0.212215952417264,0.0,0,57
3Nbij6lwrwz0XB7HubxdN2,0.212215952417264,0.0,0,27
33t1v6wkuctEHPQ4356j87,0.212215952417264,0.0,0,38
4I5bs1BXz3JsItL4pze2GN,0.212215952417264,0.0,0,61
16M8fuShcwX8uBDdmFZH9B,0.212215952417264,0.0,0,41
1IB58gi0dQAvYcHoFuqwXT,0.212215952417264,0.0,0,37
5oDmMnx4SF7vfpXPdzRBsX,0.212215952417264,0.0,0,23
07v08nSZX6SFB7OPddIkh1,0.212215952417264,0.0,0,41
3aVceD1iZNjO7INFdXQaeZ,0.212215952417264,0.0,0,34
73CTbcQuJue1inMkkpXz26,0.212215952417264,0.0,0,43
3QMm6BBmdbYnKsKm07FU7o,0.212215952417264,0.0,0,12
4gilc7wL36NLRTAp5f4u98,0.212215952417264,0.0,0,10
6i0HczdWEBovRATnODiovt,0.212215952417264,0.0,0,10
7rSMtU9UQMZgb1D3xrljri,0.212215952417264,0.0,0,64
2t7vyRN71qtQT18frElAnV,0.21350210970464134,0.00026152783681538045,0,62
43C3LVD6x8GLvputT34r6T,0.212215952417264,0.0,0,30
35P6nDjtyU3Y1dOMWibCjC,0.212215952417264,0.0,0,39
0QORPHk3wnOCjHpmDOZgfP,0.212215952417264,0.0,0,45
4ZNk4pFFvI85sdgjkFPBjI,0.212215952417264,0.0,0,12
7L86g6fwppIBeY3VbIODZU,0.212215952417264,0.0,0,10
1O7pNw7CSkVqLUViaZVKpk,0.212215952417264,0.0,0,12
0T9RfKhjZ5edsF6WylXi1k,0.212215952417264,0.0,0,10
5PDxSkZ9cbNVpsUD0CCzLw,0.212215952417264,0.0,0,18
6ofDpoCQoUQ3LjLnkE55v7,0.212215952417264,0.0,0,59
06s35sbFfZJUEwFjAaZfiW,0.212215952417264,0.0,0,38
3tN4Ae6wN6uRgEAxFlAhBe,0.212215952417264,0.0,0,16
4orobDxU10jysmt5P9KtPz,0.212215952417264,0.0,0,20
26A9w05S3QLpHXZa23hJ61,0.212215952417264,0.0,0,67
1rTUwYS38LkQTlT2fhikch,0.212215952417264,0.0,0,27
4drcS5PdXgNZs09dEIHThq,0.212215952417264,0.0,0,6
7pfbD5ka6ChqgWNdGptnOO,0.212215952417264,0.0,0,22
2wP9ACrPK0m1pPZFLnHrMD,0.212215952417264,0.0,0,27
4c5i51hncczxQuf6To9c42,0.212215952417264,0.0,0,4
1RbQjKL2lFVAILYUuItMbm,0.212215952417264,0.0,0,7
0jT3Wd080mqWWsRddIU1Hk,0.212215952417264,0.0,0,4
45kXUQF2EOyf0CPZ5hWILT,0.212215952417264,0.0,0,23
775yLh3LlOv80VRxqCdEOT,0.212215952417264,0.0,0,31
08NlDGz5yZHcuDhqP9qmL2,0.212215952417264,0.0,0,7
7mbR3g2n91hWG6cVhNiqAd,0.212215952417264,0.0,0,16
3oWpBxoY21p0IAj1DjZQ9P,0.212215952417264,0.0,0,0
7d7wP781FVzQEm4ZWeALJy,0.212215952417264,0.0,0,2
5XYlCPOmKtahpj6e7zmwyu,0.212215952417264,0.0,0,2
64ekAxtTMZLzJY0hK9BWYG,0.212215952417264,0.0,0,1
1WQvrYIRGB1FDMDP99bLIL,0.212215952417264,0.0,0,8
3K2mzGgdvUIpYkpbjT43Wo,0.212215952417264,0.0,0,1
6C0DbnV6NrBhU2ENoBpja3,0.212215952417264,0.0,0,1
4hpYUExorOZTnCMJgdtKtb,0.212215952417264,0.0,0,5
3WQDKJvIbRTmMUmmS4wcsd,0.212215952417264,0.0,0,12
2bE2nJx3F8FsZ9QusLCwSU,0.212215952417264,0.0,0,2
1GtEZSLX1W094jYu6OZhaU,0.212215952417264,0.0,0,1
3SGj3PYpioRlcA6sjApkze,0.212215952417264,0.0,0,1
7KRGJEDYWclSmblkuBKy3Z,0.212215952417264,0.0,0,3
4hQ25RICIJvBYn66bIUqU9,0.212215952417264,0.0,0,5
