Artists_Id,Popularities,Followers,Num_Albums,Page_rank,Closeness_centralities,Degree_centralities
2eYwDmrGMLrRMXGh2lE11c,0.14,5.736455564021599e-06,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
37ov0HF6bvjFWYrCz4uR4h,0.18,8.022395295371825e-05,0.0009182736455463728,0.00019863337451022487,0.3273115454097553,0.002007024586051179
10fzRAoborQEqHf9dJH2zr,0.08,1.944561208142915e-07,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
2BIva3LOXMduuxIHXdV8HH,0.03,1.0803117823016193e-08,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
4Ai1Eot3Hq1y0u7uSDDio6,0.04,9.722806040714574e-08,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
7tshnXOFNE0TImU6tzXGEO,0.13,9.506743684254251e-07,0.0,0.0001518701593620379,0.3072298443039926,0.0010035122930255895
6Q192DXotxtaysaqNPy5yR,0.79,0.08322588012190671,0.013774104683195593,0.00015527906780515253,0.32114083145343214,0.0010035122930255895
2emP44hhVeL88JWEzC0xEY,0.0,3.2409353469048583e-08,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
0F2IaEMJEXpQaTF3EsiXQF,0.07,5.401558911508097e-07,0.0,0.0001740599246590169,0.3080847117019632,0.0015052684395383841
49s4e1xyijY8a9jPBqxR0q,0.11,1.4692240239302023e-06,0.0009182736455463728,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
5sU2ovyukWzzvQw3Jo1SI9,0.32,0.00028963158883506414,0.006427915518824609,0.00023157050247898556,0.3094240024840863,0.002007024586051179
4r4XYZJUeeKCcrkvi7voDP,0.48,0.000140764625233901,0.01652892561983471,0.00036530830405470265,0.3205210678674815,0.004014049172102358
5nEWKkUf6IA0Ry5wBOG1J0,0.35,1.563211148990443e-05,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
39BbYA7ZeoU7eFReVgTpAZ,0.07,2.117411093311174e-06,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
5GMDSk1ddRlc061De8di4L,0.09,2.5927482775238864e-06,0.0009182736455463728,0.0001676498717336616,0.3349579831932773,0.0015052684395383841
1Qv2L509wg4B9kP6H9e2cs,0.07,1.944561208142915e-07,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
7FVkGzkuEGNyf2MrUpQ8Ox,0.29,1.1451304892397165e-06,0.0018365472910927456,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
6I6t21SFbxZ7RbQgD5dN7U,0.53,0.005795786287105604,0.0036730945821854912,0.0007785701554303384,0.3649514740889947,0.011038635223281485
7Jib2BXGOWodF49rscbEdE,0.17,4.666946899542996e-06,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
31jgr3IDI7HcZwfhQ0cjWl,0.07,2.7007794557540484e-07,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
7liFhc0PDIx8etigqd2WhW,0.46,0.0027062458333724946,0.006427915518824609,0.00015500203529597513,0.31852325395556974,0.0010035122930255895
1ueLoEGyhJzAHq5JunEUh6,0.22,7.616198065226416e-06,0.0,0.00028257540918823616,0.310291141211272,0.002508780732563974
4UTUGoIkXvlNltYpJ9qbim,0.19,4.3212471292064773e-08,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
1YOd9jtfZkGy1eCRiZbuiQ,0.06,9.722806040714574e-08,0.0,0.00012026009965155357,0.3028415134478043,0.0005017561465127947
5nLYd9ST4Cnwy6NHaCxbj8,0.68,0.005643710797511005,0.015610651974288337,0.0012534417891853925,0.389409925752247,0.020572002007024585
5q8EvmgBQ1tCmbQ86bwK1c,0.06,4.7533718421271255e-07,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
1c4rxrxy8eDLvMVL1DTiBe,0.62,0.003944866504252594,0.0027548209366391185,0.00020789916151603026,0.3205210678674815,0.002007024586051179
02kJSzxNuaWGqwubyUba0Z,0.82,0.05417472984373182,0.015610651974288337,0.0010965734486265962,0.3818007662835249,0.0190667335674862
4O2YL4ygn6eTBC0w1hyWUM,0.53,0.007815115873701614,0.009182736455463728,0.0005494027179291734,0.3667648141332352,0.007526342197691921
0CiLVKp7LJTm0c8jdUmQNy,0.47,0.00022426192288799317,0.006427915518824609,0.00039044119587129244,0.32672131147540984,0.005017561465127948
7qA6mvHS3UeIhbBN0WtuG7,0.11,3.824303709347732e-06,0.0009182736455463728,0.00013362014810316337,0.3243815104166667,0.0010035122930255895
7sSBY52co17851dehdduHM,0.02,5.833683624428745e-07,0.0009182736455463728,0.00013962991648364175,0.3048332823493423,0.0010035122930255895
75dqlFgFLYvbcpLWrCuXMu,0.06,5.077465376817611e-07,0.0,0.00013787007962279453,0.30572173646264766,0.0010035122930255895
6sDyTDjzGxcvyhLn5x9RyY,0.42,0.0004921360324275027,0.009182736455463728,0.0008121239102125582,0.3622977640429013,0.011038635223281485
2i4dJzzPuB6lTP1ZQv9Tfb,0.39,8.327043217980882e-05,0.0009182736455463728,0.00023202342952668336,0.3223875768359754,0.002508780732563974
0dwYOqqBADcpYOJRmlZSgH,0.49,0.0005454062064127955,0.011937557392102846,0.000298954934097483,0.32871515751278246,0.004014049172102358
6O2zJ0tId7g07yzHtX0yap,0.7,0.016381221285988023,0.015610651974288337,0.001113080616229634,0.37561251413494157,0.018564977420973405
6KVPfr3ujUkKOrJf4QeRWD,0.45,0.0028336253956236786,0.012855831037649219,0.0005257268663456756,0.34594688422148934,0.008028098344204716
71XptCk1vMLMwXnROZeprS,0.0,2.1606235646032387e-08,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
5Tfx6re3hu4r9UZvabXL50,0.27,6.4710675759867e-06,0.0018365472910927456,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
7pJu0eL2gBV7EEVTM7E6Az,0.04,1.836530029912753e-07,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
3vDUJHQtqT3jFRZ2ECXDTi,0.67,0.011458445753278179,0.013774104683195593,0.0014489075438181534,0.39756632754837423,0.025087807325639738
5gXGJVFzRtOL40VsdWOb1A,0.11,3.0032667547985018e-06,0.0036730945821854912,0.00031817260382357884,0.347031168378896,0.004515805318615153
1z1ctFe6fCr5aZnCGKt6rN,0.53,0.000583055072026007,0.010101010101010102,0.0006756258697012127,0.3559564207894267,0.01053687907676869
07KPL3BhkC7NTbYL4GSzfs,0.08,7.238088941420849e-07,0.0,0.0001801502619387535,0.3158979236012046,0.0015052684395383841
2S3kEShbYaNGvSyJdd7sJg,0.44,0.0007022026584960526,0.006427915518824609,0.0009666302487912723,0.38668994955374464,0.013045659809332663
26s8LSolLfCIY88ysQbIuT,0.7,0.010584689583752629,0.027548209366391185,0.0013357491168927418,0.39132142155900257,0.023582538886101352
7v9bFXCdSMA2o3gS4nvp0F,0.56,0.008196368704793679,0.013774104683195593,0.0011294380059001926,0.3876677689165532,0.020572002007024585
5mCzexFyyDq5B1JlVxzaMf,0.07,9.182650149563764e-07,0.0,0.0001817835179310862,0.30464689697340264,0.0015052684395383841
2WSnJlJ0uGTjye4jGSN1GG,0.32,3.822143085783129e-05,0.0009182736455463728,0.00034136176103534904,0.32103737113402064,0.003512293025589563
39mHYiNmLR7p8PXNG8Wll6,0.66,0.006745974515228993,0.005509641873278237,0.0006467683380132366,0.3578096947935368,0.011038635223281485
3EAo1XCQJx7wbG3nPaYkht,0.07,1.2963741387619433e-07,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
